,Manufacturer,Model,Project Count,Usage Count,Min Unit Cost,Max Unit Cost,Average Unit Cost,Min Unit Price,Max Unit Price,Average Unit Price,Min Unit Labor Hours,Max Unit Labor Hours,Average Unit Labor Hours
Equipment,DPI,EVISION LASER 5000 WUXGA,1,2,3497,3497,3497,4662.67,4662.67,4662.67,3,3,3
Equipment,DPI,EVISION LASER 6500,1,1,6297,6297,6297,8995,8995,8995,3,3,3
Equipment,DPI,EVISION LENS (1.93 - 2.89:1),1,1,700,700,700,1295,1295,1295,0.5,0.5,0.5
Equipment,DPI,EVISION LENS VI,1,1,1200,1200,1200,2995,2995,2995,1,1,1
Equipment,DPI,EVISION LENS VII,2,2,1047,1047,1047,1495,1495,1495,1,1,1
Equipment,DYNACOM,10606K-BK,1,96,3.99,3.99,3.99,4.59,4.59,4.59,0.1,0.1,0.1
Equipment,DYNAMAT,DYNABOX,16,126,0,85.99,76.44,0,171.98,144.66,0,0.25,0.06
Equipment,EATON,120V ICE CUBE RELAY,93,96,10,10,10,10,12,11.97,0,0.5,0.49
Equipment,ELK,924,2,6,10.99,10.99,10.99,15.99,15.99,15.99,0.5,0.5,0.5
Equipment,ELK,9244,1,1,37.5,37.5,37.5,75,75,75,1,1,1
Equipment,ELK,ELK-930,1,1,67,67,67,111.67,111.67,111.67,0.5,0.5,0.5
Equipment,EPISODE,EA-MINI-2D-35,1,5,111.47,111.47,111.47,284.46,284.46,284.46,1,1,1
Equipment,ESSEX ELECTRONICS,KTP-103-SN,3,10,215.99,215.99,215.99,367.99,367.99,367.99,0.5,0.5,0.5
Equipment,EXACQ VISION,5000-20050,2,2,63.99,63.99,63.99,85.32,106.99,96.16,0.25,0.25,0.25
Equipment,EXACQ VISION,ACEVIP01-01,20,112,90.99,105.99,92.33,105.99,190.77,148.31,0,0.08,0.06
Equipment,ON-Q,WP3412-WH,2,17,0.96,0.96,0.96,2.4,2.4,2.4,0,0.13,0.12
Equipment,ON-Q,WP3412-XX,6,103,0.72,0.92,0.83,0.76,2.3,1.62,0.08,0.13,0.12
Equipment,ON-Q,WP3413-WH,1,4,0.96,0.96,0.96,2.4,2.4,2.4,0.13,0.13,0.13
Equipment,ON-Q,WP3413-XX,2,6,0.72,0.72,0.72,0.8,0.8,0.8,0.13,0.13,0.13
Equipment,ON-Q,WP3414-WH,1,1,0.96,0.96,0.96,2.4,2.4,2.4,0.13,0.13,0.13
Equipment,ON-Q,WP3414-XX,6,43,0.72,0.92,0.91,0.8,2.3,2.23,0.13,0.13,0.13
Equipment,ON-Q,WP3416-BK,1,4,0.72,0.72,0.72,0.76,0.76,0.76,0.13,0.13,0.13
Equipment,ON-Q,WP3416-XX,4,34,0.72,0.72,0.72,0.76,1.8,1.03,0.08,0.5,0.43
Equipment,ON-Q,WP3455-XX,5,15,2.04,2.64,2.2,2.15,6.6,4.93,0,0.25,0.18
Equipment,ON-Q,WP3457-XX,3,9,4.1,5.06,4.42,4.56,12.65,7.25,0,0.25,0.17
Equipment,ON-Q,WP3467-WH,1,1,1.98,1.98,1.98,2.64,2.64,2.64,0.08,0.08,0.08
Equipment,ON-Q,WP3476-BK,2,98,4.85,4.85,4.85,12.13,12.13,12.13,0.13,0.25,0.25
Equipment,ON-Q,WP3476-WH,2,49,4.85,4.85,4.85,12.13,12.13,12.13,0,0.13,0.12
Equipment,ON-Q,WP3476-XX,8,424,3.86,4.85,4.38,4.06,12.13,8.66,0.08,0.13,0.1
Equipment,ON-Q,WP3479-BK,1,4,0.74,0.74,0.74,0.78,0.78,0.78,0.08,0.08,0.08
Equipment,ON-Q,WP3479-WH,1,5,0.98,0.98,0.98,2.45,2.45,2.45,0.25,0.25,0.25
Equipment,ON-Q,WP3479-XX,7,71,0.74,0.98,0.84,0.78,2.45,1.65,0.08,0.25,0.15
Equipment,OWNER FURNISHED,AMPLIFIER - MULTI-CHANNEL,4,5,0,0,0,0,0,0,0,2,1.6
Equipment,OWNER FURNISHED,AMPLIFIER - STEREO,9,17,0,0,0,0,0,0,0,1,0.76
Equipment,OWNER FURNISHED,AMPLIFIER - SURROUND RECEIVER,4,5,0,0,0,0,0,0,3,3,3
Equipment,OWNER FURNISHED,APPLE TV,6,21,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,AUDIO SOURCE,9,25,0,0,0,0,0,0,0.5,1,0.98
Speaker,OWNER FURNISHED,BEOSHAPE (BLACK),1,2,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,BeoVision Eclipse,1,1,0,0,0,0,0,0,3,3,3
Equipment,OWNER FURNISHED,BLU-RAY PLAYER,6,12,0,0,0,0,0,0,0.5,0.5,0.5
Equipment,OWNER FURNISHED,CABINETRY,3,6,0,0,0,0,0,0,7.75,7.75,7.75
Equipment,OWNER FURNISHED,CABLE BOX,8,72,0,0,0,0,0,0,0.5,1,0.99
Equipment,OWNER FURNISHED,CAMERA,4,73,0,0,0,0,0,0,0,0.5,0.34
Equipment,OWNER FURNISHED,CAMERA 1,1,3,0,0,0,0,0,0,2,2,2
Equipment,OWNER FURNISHED,CD PLAYER,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,CLICKSHARE CS-100,1,1,0,0,0,0,0,0,0.25,0.25,0.25
Equipment,OWNER FURNISHED,COMPUTER,1,4,1005.75,1005.75,1005.75,1005.75,1005.75,1005.75,0.25,0.25,0.25
Equipment,OWNER FURNISHED,CONTROL SYSTEM,3,4,0,0,0,0,0,0,4,4,4
Equipment,OWNER FURNISHED,CRESTRON THSTAT,1,4,0,0,0,0,0,0,0.5,0.5,0.5
Equipment,OWNER FURNISHED,DEVIALET EXPERT RPO,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,DIRECTV H-25  - SATELLITE RECEI,7,39,0,0,0,0,0,0,0,0.5,0.13
Equipment,OWNER FURNISHED,DIRECTV HR24 - SATELLITE RECEIV,1,1,0,0,0,0,0,0,0,0,0
Equipment,OWNER FURNISHED,DIRECTV HR24 - SATELLITE RECEIVER,1,1,0,0,0,0,0,0,0,0,0
Equipment,OWNER FURNISHED,DIRECTV SATELLITE RECEIVER,11,31,0,0,0,0,0,0,0,0.5,0.14
Equipment,OWNER FURNISHED,DISPLAY,14,51,0,0,0,0,0,0,0,3,1.95
Equipment,OWNER FURNISHED,DISPLAY (TO BE DETERMINED),1,1,0,0,0,0,0,0,3,3,3
Equipment,OWNER FURNISHED,DVD PLAYER,2,2,0,0,0,0,0,0,0.25,0.25,0.25
Equipment,OWNER FURNISHED,DVR/NVR,2,2,0,0,0,0,0,0,2,2,2
Equipment,OWNER FURNISHED,ENCLOSURE,1,9,0,0,0,0,0,0,2,2,2
Equipment,OWNER FURNISHED,EQUIPMENT RACK,8,14,0,0,0,0,0,0,0,8,2.07
Wire,OWNER FURNISHED,EXISTING WIRING INFRASTRUCTURE,1,19,0,0,0,0,0,0,0,0,0
Equipment,OWNER FURNISHED,FAN CONTROL,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,GAMING CONSOLE,3,3,0,0,0,0,0,0,1,2,1.33
Equipment,OWNER FURNISHED,IPAD,4,5,0,0,0,0,0,0,1,1,1
Speaker,OWNER FURNISHED,JAMES,1,2,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,James 1000,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,KEYPAD,2,12,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,Lutron HQP6-2-120,1,1,0,0,0,0,0,0,0,0,0
Equipment,OWNER FURNISHED,MODEM,65,65,0,0,0,0,0,0,0,1,0.84
Equipment,OWNER FURNISHED,MOTORIZED LIFT,2,4,0,0,0,0,0,0,0,4,1
Equipment,OWNER FURNISHED,NETWORK,3,3,0,0,0,0,0,0,0,8,5.33
Equipment,OWNER FURNISHED,NETWORK - POE REQUIRED,2,2,0,0,0,0,0,0,8,8,8
Equipment,OWNER FURNISHED,NETWORK SWITCH,4,11,0,2000,181.82,0,2000,181.82,1,2,1.55
Equipment,OWNER FURNISHED,PATCH PANEL,1,2,85,85,85,0,0,0,0,0,0
Equipment,OWNER FURNISHED,POWER SUPPLY,2,2,0,0,0,0,0,0,0,2,1
Equipment,OWNER FURNISHED,PREAMP,2,2,0,0,0,0,0,0,2,2,2
Equipment,OWNER FURNISHED,PROJECTION SCREEN,1,1,0,0,0,0,0,0,4,4,4
Equipment,OWNER FURNISHED,QSC-CX302,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,RECORD PLAYER,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,REMOTE CONTROL,4,10,0,0,0,0,0,0,0.25,0.25,0.25
Equipment,OWNER FURNISHED,ROUTER,7,9,0,0,0,0,0,0,0,2,1
Equipment,OWNER FURNISHED,SATELLITE RECEIVER - (LOCAL),2,3,0,0,0,0,0,0,0,0,0
Equipment,OWNER FURNISHED,SCREEN - MOTORIZED,1,1,0,0,0,0,0,0,0,0,0
Speaker,OWNER FURNISHED,SONANCE,1,2,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,SONOS CONNECT,3,15,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,Sony,1,1,0,0,0,0,0,0,3,3,3
Speaker,OWNER FURNISHED,SPEAKER,12,170,0,0,0,0,0,0,0,3,0.61
Speaker,OWNER FURNISHED,SPEAKER - BOOKSHELF,3,36,0,0,0,0,0,0,0,1,0.06
Speaker,OWNER FURNISHED,SPEAKER - CENTER,5,7,0,0,0,0,0,0,0,0.5,0.21
Speaker,OWNER FURNISHED,SPEAKER - FLOORSTANDING,2,3,0,0,0,0,0,0,1,1,1
Speaker,OWNER FURNISHED,SPEAKER - FLUSH MOUNT,2,85,0,0,0,0,0,0,0,0,0
Speaker,OWNER FURNISHED,SPEAKER - LCR,6,17,0,0,0,0,0,0,0,0.25,0.01
Speaker,OWNER FURNISHED,SPEAKER - SUB,12,19,0,0,0,0,0,0,0,1,0.87
Speaker,OWNER FURNISHED,SPEAKER - SURROUND,2,2,0,0,0,0,0,0,0.75,0.75,0.75
Equipment,OWNER FURNISHED,STEREO RECEIVER,1,2,0,0,0,0,629.89,314.95,2,2,2
Equipment,OWNER FURNISHED,SURGE,3,8,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,TURNTABLE,2,2,0,0,0,0,0,0,4,4,4
Equipment,OWNER FURNISHED,TV,9,24,0,0,0,0,0,0,1,7,2.33
Equipment,OWNER FURNISHED,TV MOUNT,10,21,0,0,0,0,0,0,1,2,1.62
Equipment,OWNER FURNISHED,UPS - POWER SUPPLY,1,1,0,0,0,0,0,0,1,1,1
Equipment,OWNER FURNISHED,VIDEO SOURCE,6,25,0,0,0,0,0,0,1,1.5,1.14
Equipment,OWNER FURNISHED,WIRELESS ACCESS POINT,4,24,0,1250,470.83,0,1250,470.83,0.5,1,0.52
Equipment,PAKEDGE,S3L-24P,1,2,1100,1100,1100,2200,2200,2200,0.5,0.5,0.5
Equipment,PANAMAX,BLUEBOLT-CV2,133,159,0,151.99,111.54,0,344.1,231.87,0,0.5,0.49
Equipment,PANAMAX,M4000-PRO,2,5,176,176,176,399.95,399.95,399.95,1,1,1
Equipment,PANAMAX,M4315-PRO,119,198,272.98,368.99,307.7,276.23,719.28,659.05,0.75,1,0.92
Equipment,PANAMAX,M4320-PRO,80,127,0,505.99,345.69,0,1204.74,748.18,0,1,0.84
Equipment,PANAMAX,MB1500,176,211,0,1017.99,701.65,0,2095.92,1348.49,0,1,0.52
Equipment,PANAMAX,MIW-SURGE-1G,95,399,0,31.99,24.17,0,59.79,50.07,0,1.5,0.27
Equipment,PANAMAX,MR4300,3,5,132,179.99,167.7,299.95,342.77,329.08,0.75,1,0.95
Equipment,PANAMAX,MX5102,1,1,409.5,409.5,409.5,749.95,749.95,749.95,0.5,0.5,0.5
Equipment,PANAMAX,RRM-2-UPS,132,160,0,36.27,26.28,0,59.95,55.69,0,0.25,0.25
Equipment,PANAMAX,SM3-PRO,5,10,154.4,211.72,165.86,349.95,349.95,349.95,0.5,1,0.6
Equipment,PANASONIC,KX-NS5110,3,3,235.3,235.3,235.3,459,459,459,0,1,0.67
Equipment,PANASONIC,KX-NS5162,2,2,86.8,86.8,86.8,165,165,165,1,1,1
Equipment,PANASONIC,KX-NS5180 (LCOT 6),3,3,155.1,155.1,155.1,250,250,250,0,1,0.67
Equipment,PANASONIC,KX-NS700,3,3,385.8,385.8,385.8,599.99,752.12,701.41,0,16,10.67
Equipment,PANASONIC,KX-NS7134,3,3,192.9,192.9,192.9,376,376,376,0,1,0.67
Equipment,PANASONIC,KX-NSM501W,1,3,20.49,20.49,20.49,22.79,22.79,22.79,0,0,0
Equipment,PANASONIC,KX-NSM520W,2,2,455.46,455.46,455.46,899,899,899,1,1,1
Equipment,PANASONIC,KX-NT556,1,1,219.8,219.8,219.8,428.4,428.4,428.4,0,0,0
Equipment,PANASONIC,KX-NT556-B,2,8,219.8,219.8,219.8,428.4,428.4,428.4,1,1,1
Equipment,PANASONIC,KX-NT556-W,2,2,219.8,219.8,219.8,428.4,428.4,428.4,1,1,1
Equipment,PANASONIC,KX-TG6845B,1,1,117.38,117.38,117.38,149.95,149.95,149.95,2,2,2
Equipment,PASS & SEYMOUR,1 GANG BLANK PLATE (BLACK),2,4,0.22,0.22,0.22,1.99,1.99,1.99,0.1,0.1,0.1
Equipment,PASS & SEYMOUR,1 GANG DECORATOR PLATE (BLACK),1,1,0.22,0.22,0.22,1.99,1.99,1.99,0.1,0.1,0.1
Equipment,PASS & SEYMOUR,1G DECORA PLATE (CHOOSE COLOR),22,146,0.22,0.28,0.26,0.24,1.99,1.14,0.08,0.1,0.1
Equipment,PASS & SEYMOUR,2 GANG BLANK PLATE (BLACK),2,4,0.65,0.65,0.65,3.99,3.99,3.99,0.1,0.1,0.1
Equipment,PASS & SEYMOUR,2 GANG BLANK PLATE (WH),1,10,0.69,0.69,0.69,1.38,1.38,1.38,0.05,0.05,0.05
Equipment,PASS & SEYMOUR,TP26BK,1,3,0.22,0.22,0.22,0.23,0.23,0.23,0.08,0.08,0.08
Equipment,PASS & SEYMOUR,TP26W,4,40,0.22,0.22,0.22,1.99,1.99,1.99,0,0.1,0.1
Equipment,PERFECT10,HSSLNGRFKITV3,6,6,114.99,114.99,114.99,130.67,239.99,221.77,1,1.25,1.17
Equipment,PIXEL TECHNOLOGIES,PRO-500,3,3,119.95,132.99,128.64,139.79,154.99,149.92,1.5,4,3.17
Equipment,PLANAR,EP5014K 4K LCD DISPLAY,1,2,2099,2099,2099,2799,2799,2799,3,3,3
Equipment,PLANAR,EP6524K,1,2,2249,2249,2249,2998.67,2998.67,2998.67,2,2,2
Equipment,PLANAR,EPX100,1,1,11175,11175,11175,14900,14900,14900,4,4,4
Equipment,PLANAR,FWMG-MXL,4,5,80,80,80,106.67,160,138.67,0,0,0
Equipment,PLANAR,FWMV-MXL,1,1,285,285,285,380,380,380,1,1,1
Equipment,PLANAR,PR9851-L,1,1,900,900,900,1200,1200,1200,1,1,1
Equipment,PLANAR,QE9850,4,4,5950,5950,5950,11837.5,11900,11853.13,1,3,2.5
Equipment,PLANAR,SL4364K,4,13,527,564,552.62,658.75,858.45,797,1,2,1.69
Equipment,PLANAR,SL5564K,3,63,956,956,956,1455.1,1455.1,1455.1,2,2,2
Equipment,PLANAR,SL6564K,4,7,1279,1436,1413.57,1598.75,2185.69,2101.84,2,3,2.86
Equipment,PLANAR,SL7564K,3,12,3196,3196,3196,4864.54,4864.54,4864.54,3,3,3
Equipment,PLANAR,SL8664K,3,6,4484,4484,4484,6824.96,6824.96,6824.96,4,4,4
Equipment,PLANAR,UR9851,4,4,12675,20175,15112.5,11900,26900,18900,1,4,2.75
Equipment,PLANAR,WMT-MXL,1,4,105,105,105,140,140,140,1,1,1
Equipment,POLYCOM,VOXBOX,1,1,250,250,250,299.99,299.99,299.99,0.5,0.5,0.5
Equipment,POWERSOFT,DUECANALI 804 DSP+D,1,1,1071,1071,1071,1947,1947,1947,1,1,1
Equipment,POWERSOFT,K10,1,1,2988,2988,2988,3735,3735,3735,2,2,2
Equipment,POWERSOFT,MEZZO 322 A,1,2,549,549,549,915,915,915,1,1,1
Equipment,POWERSOFT,QUATTROCANALI 4804,1,1,1872,1872,1872,2340,2340,2340,2,2,2
Equipment,POWER-SONIC,12V 7AH SLA BATTERY,10,60,16.99,16.99,16.99,25.55,49.99,32.47,0,0.25,0.23
Equipment,PRO CO SOUND,MS82P,1,1,486.05,486.05,486.05,607.56,607.56,607.56,0.5,0.5,0.5
Wire,PRO CO SOUND,S12NN-50,1,8,69.22,69.22,69.22,86.53,86.53,86.53,0.25,0.25,0.25
Wire,PRO CO SOUND,SMA1604FBX-100,1,1,388.8,388.8,388.8,486,486,486,0.25,0.25,0.25
Wire,PRO CO SOUND,SMAST0400FBM-50,1,2,115.73,115.73,115.73,144.66,144.66,144.66,0.25,0.25,0.25
Wire,PRO CO SOUND,SMAST0800FBM-50,1,3,200,200,200,250,250,250,0.25,0.25,0.25
Equipment,QMOTION,WINDOW TREATMENTS,1,1,12827.33,12827.33,12827.33,25654.66,25654.66,25654.66,0,0,0
Speaker,QSC,AC-C6T,3,1008,69,69,69,105.02,105.02,105.02,0.5,0.5,0.5
Speaker,QSC,AC-MR6,3,1008,14.83,14.83,14.83,22.57,22.57,22.57,0.5,0.5,0.5
Speaker,QSC,AD-S8T,3,321,294,294,294,447.49,447.49,447.49,0.5,0.5,0.5
Equipment,QSC,CX108V,1,4,1157,1157,1157,1930,1930,1930,1,1,1
Equipment,QSC,CX168,2,4,1157,1157,1157,1930,1930,1930,1,1,1
Equipment,QSC,CX204V,2,8,961,961,961,1600,1600,1600,1,1,1
Equipment,QSC,CX302V,2,2,652,652,652,1090,1090,1090,0.5,1,0.75
Equipment,QSC,CX404,1,3,961,961,961,1600,1600,1600,1,1,1
Equipment,QSC,CXD4.2,12,13,950,1100,1007.69,1375,1900,1666.28,0.5,1,0.77
Equipment,QSC,CXD4.3,8,19,1300,1300,1300,1733.33,2100,2061.4,0.5,1,0.95
Equipment,QSC,CXD4.5,2,18,1650,1650,1650,2800,2800,2800,1,1,1
Equipment,QSC,GX5,1,1,316,316,316,569.99,569.99,569.99,1,1,1
Equipment,QSC,GXD4,4,4,375,375,375,599.99,599.99,599.99,1,1,1
Equipment,QSC,GXD8,5,8,700,700,700,1100,1100,1100,1,1,1
Equipment,QSC,SPA2-60,4,4,310,335,316.25,418.75,471.84,458.57,0.5,1,0.88
Equipment,QSC,SPA4-100,2,2,560,560,560,929,929,929,1,1.5,1.25
Equipment,QSC,SPA4-60,5,162,450,450,450,684.93,700,685.49,1,1,1
Equipment,RADIAL ENGINEERING,PRO48,1,2,74,74,74,92.5,92.5,92.5,0.25,0.25,0.25
Equipment,RADIAL ENGINEERING,PROAV2,1,1,128.7,128.7,128.7,160.88,160.88,160.88,0.25,0.25,0.25
Equipment,RADIAL ENGINEERING,USB-PRO,1,1,161.59,161.59,161.59,201.99,201.99,201.99,0.25,0.25,0.25
Equipment,RADIO DESIGN LABS,D-CIJ3,3,60,63.19,63.19,63.19,96.18,96.18,96.18,0.5,0.5,0.5
Wire,RAPCOHORIZON,HOGM-20.K,1,6,16.03,16.03,16.03,20.04,20.04,20.04,0.2,0.2,0.2
Wire,RAPCOHORIZON,HOGM-25.K,1,16,16.8,16.8,16.8,21,21,21,0.2,0.2,0.2
Wire,RAPCOHORIZON,HOGM-3.K,1,4,12.66,12.66,12.66,15.83,15.83,15.83,0.2,0.2,0.2
Wire,RAPCOHORIZON,HOGM-30.K,1,4,18.56,18.56,18.56,23.2,23.2,23.2,0.2,0.2,0.2
Speaker,REVEL,B10,2,2,750,750,750,1500,1500,1500,0.5,0.5,0.5
Equipment,REVEL,B112-CHOOSE FINISH (B112 BK/B11,2,3,1500,1500,1500,3000,3000,3000,0.5,0.5,0.5
Speaker,REVEL,C25 (BLACK),2,2,375,375,375,750,750,750,0.5,0.5,0.5
Speaker,REVEL,C25 STAND,1,1,75,75,75,150,150,150,0.25,0.25,0.25
Speaker,REVEL,C263LP,2,4,90,90,90,225,225,225,0.5,0.5,0.5
Speaker,REVEL,C283LP,2,8,110,110,110,275,275,275,0.5,0.5,0.5
Speaker,REVEL,C363,2,22,100,100,100,250,250,250,0.5,0.5,0.5
Speaker,REVEL,C363XC,2,4,140,140,140,350,350,350,0.5,0.5,0.5
Speaker,REVEL,C383,1,20,140,140,140,350,350,350,0.5,0.5,0.5
Speaker,REVEL,C563,1,12,140,140,140,350,350,350,0.5,0.5,0.5
Speaker,REVEL,C563DT,2,2,160,160,160,400,400,400,0.5,0.5,0.5
Speaker,REVEL,C583,1,4,180,180,180,450,450,450,0.5,0.5,0.5
Speaker,REVEL,C763,3,26,200,200,200,500,500,500,0.5,0.5,0.5
Speaker,REVEL,C763L,1,7,300,300,300,750,750,750,0.5,0.5,0.5
Speaker,REVEL,C783,3,44,240,240,240,600,600,600,0.5,0.5,0.5
Speaker,REVEL,CB6,1,4,18,18,18,30,30,30,0.5,0.5,0.5
Speaker,REVEL,CB8,1,4,18.5,18.5,18.5,30,30,30,0.25,0.25,0.25
Speaker,REVEL,FBB55,1,2,70,70,70,140,140,140,0.5,0.5,0.5
Equipment,REVEL,M106-CHOOSE FINISH (M106 BK/M10,1,2,500,500,500,1000,1000,1000,0,0,0
Speaker,REVEL,M16BK,3,6,225,225,225,450,450,450,0.5,0.5,0.5
Speaker,REVEL,W553L,2,4,180,180,180,450,450,450,0.5,0.5,0.5
Speaker,REVEL,W893,3,6,400,400,400,1000,1000,1000,0.5,0.5,0.5
Speaker,REVEL,W990,1,1,700,700,700,1750,1750,1750,0.5,0.5,0.5
Equipment,RING,Ring Chime Pro,5,12,42.49,42.49,42.49,46.69,50.17,47.07,0.15,0.15,0.15
Equipment,RING,Stick Up Cam,2,3,155.99,179.99,163.99,155.99,179.99,163.99,0.5,0.5,0.5
Equipment,RING,Video Doorbell Pro,10,13,184.95,184.99,184.98,203.29,249.04,225.09,0.5,1,0.92
Equipment,ROKU,ROKU ULTRA,9,31,99.99,129.99,101.93,99.99,129.99,101.93,0.5,1,0.97
Equipment,RTI,AD-16X,1,1,1499,1499,1499,2499.99,2499.99,2499.99,2,2,2
Equipment,RTI,CX7,2,2,890,890,890,1499,1499,1499,0.5,0.5,0.5
Equipment,RTI,IPE-4,2,7,29,29,29,49,49,49,0.5,0.5,0.5
Equipment,RTI,PCM-4,2,5,118,118,118,199,199,199,0.5,0.5,0.5
Equipment,RTI,RM-433,3,4,86,90,87,149,155.93,150.73,0.25,0.25,0.25
Equipment,RTI,RP-4,2,2,228,228,228,399,399,399,1,1,1
Equipment,RTI,T1-B+,13,22,228,228,228,399,399,399,0,0.5,0.4
Equipment,RTI,T2X,33,68,513,540,513.4,899,946.37,899.7,0.1,1,0.56
Equipment,RTI,T3X,2,4,599,599,599,999,999,999,0.25,0.25,0.25
Equipment,RTI,WK2,1,1,359,359,359,599,599,599,1,1,1
Equipment,RTI,XP RTIPANEL UNLIMITED PAPER,18,18,275,275,275,550,550,550,0.25,0.25,0.25
Equipment,RTI,XP-3,23,38,290,290,290,499,499,499,0.5,3,1.64
Equipment,RTI,XP-6S,26,26,419,419,419,699,699,699,1,2,1.92
Equipment,RTI,XP-8V,7,7,1169,1169,1169,1949,1949,1949,1,2,1.71
Equipment,RTI,ZM-24,41,56,90,90,90,149,149,149,0.13,1,0.48
Equipment,RUCKUS,ICX7150-24P-4X1G-S,3,3,1280,1280,1280,1600,2135,1854.52,0.5,0.5,0.5
Equipment,RUCKUS,ICX7150-48P-4X1G-,1,1,1020,1020,1020,1457.14,1457.14,1457.14,0.5,0.5,0.5
Equipment,RUCKUS,ICX7150-48P-4X1G-S,2,2,2400,2400,2400,3000,4000,3500,0.5,2,1.25
Equipment,RUCKUS,ZONEFLEX POE INJECTOR,23,43,42,42,42,60,60,60,0,0.25,0.24
Equipment,SAMSUNG,QN32Q50RAFXZA,2,3,450,450,450,299.99,499.99,433.32,1,1,1
Equipment,SAMSUNG,QN49Q60RAFXZA,1,1,641.55,641.55,641.55,749.99,749.99,749.99,1,1,1
Equipment,SAMSUNG,QN55Q6FNAFXZA,1,1,894.95,894.95,894.95,1099.99,1099.99,1099.99,2,2,2
Equipment,SAMSUNG,QN55Q7FNAFXZA,2,3,1044.5,1044.5,1044.5,1186.93,1299.99,1224.62,1,1,1
Equipment,SAMSUNG,QN55Q8FNBFXZA,4,8,1161.95,1161.95,1161.95,1249.41,1499.99,1374.7,1,1,1
Equipment,SAMSUNG,QN55Q900RBFXZA,2,2,3100,3100,3100,3263.16,3263.16,3263.16,1,1,1
Equipment,SAMSUNG,QN65Q60RAFXZA,1,1,873.87,873.87,873.87,1099.99,1099.99,1099.99,2,2,2
Equipment,SAMSUNG,QN65Q7FNAFXZA,4,7,1483.5,1483.5,1483.5,1685.8,1999.99,1955.11,2,2,2
Equipment,SAMSUNG,QN65Q900RBFXZA,6,8,3549.5,3549.5,3549.5,3736.32,4999.99,4220.24,1,1,1
Equipment,SAMSUNG,QN65Q9FNAFXZA,1,1,2268.95,2268.95,2268.95,2999.99,2999.99,2999.99,1,1,1
Equipment,SAMSUNG,QN75Q7FNAFXZA,4,5,2107.5,2107.5,2107.5,2799.99,2799.99,2799.99,0,2,1.2
Equipment,SAMSUNG,QN75Q900RBFXZA,5,5,4970.5,4970.5,4970.5,6999.99,6999.99,6999.99,2,2,2
Equipment,SAMSUNG,QN75Q9FNAFXZA,2,2,3752.95,3752.95,3752.95,4999.99,4999.99,4999.99,2,2,2
Equipment,SAMSUNG,QN82Q6FNAFXZA,2,3,2036.46,2777.95,2283.62,2599.99,3499,2899.66,2,2,2
Equipment,SAMSUNG,QN82Q8FNBFXZA,3,3,4354.95,4354.95,4354.95,4999.99,4999.99,4999.99,2,2,2
Equipment,SAMSUNG,QN82Q900RBFXZA,1,1,7099.5,7099.5,7099.5,10756.82,10756.82,10756.82,2,2,2
Equipment,SAMSUNG,QN85Q900RAFXZA,2,2,11356.5,11356.5,11356.5,16950,16950,16950,2,2,2
Equipment,SAMSUNG,UN24H4000AFXZA,3,3,111.54,137.75,120.28,149,179.99,169.66,1,1,1
Equipment,SAMSUNG,UN28M4500FXZA,1,1,239.99,239.99,239.99,239.99,239.99,239.99,1,1,1
Equipment,SAMSUNG,UN32N5300FXZA,3,4,265.95,265.95,265.95,279.99,279.99,279.99,1,1,1
Equipment,SAMSUNG,UN40NU7100FXZA,3,4,362.95,362.95,362.95,379.99,379.99,379.99,1,2,1.5
Equipment,SAMSUNG,UN43RU7100FXZA,1,1,305.71,305.71,305.71,379.99,379.99,379.99,1,1,1
Equipment,SAMSUNG,UN55LS03NAFXZA,4,11,887.5,899.5,894.05,1499.99,1799,1663.09,2,2,2
Equipment,SAMSUNG,UN55RU8000,1,5,0,650,520,0,1013.39,810.71,2,2,2
Equipment,SAMSUNG,UN65LS03NAFXZA,3,3,1289.99,2256.95,1612.31,2199.99,2799.99,2399.99,1,2,1.67
Equipment,SAMSUNG,UN65RU7100FXZA,1,1,674.95,674.95,674.95,799.99,799.99,799.99,2,2,2
Wire,SAMSUNG,VG-SOCM15U/ZA,4,5,170.95,170.95,170.95,299.99,299.99,299.99,0.08,0.08,0.08
Equipment,SAMSUNG,VG-STSM11B/ZA,1,1,438.95,438.95,438.95,599.99,599.99,599.99,0.25,0.25,0.25
Equipment,SANUS,CFR2115,1,1,270,270,270,529.99,529.99,529.99,4.4,4.4,4.4
Equipment,SAV,1.25'' RIGID CONDUIT,1,1,33.28,33.28,33.28,75.05,75.05,75.05,0,0,0
